PID,SalePrice,Living Area Sqft,Lot Frontage,Bldg Type,Bedroom,Total Full Baths,MS Zoning,Street,Alley,Utilities
908275220,115000.0,864.0,60.0,1Fam,2,2.0,RL,Pave,,AllPub
902206130,119000.0,1251.0,50.0,1Fam,3,1.0,RM,Pave,,AllPub
535425040,183000.0,1773.0,80.0,1Fam,3,3.0,RL,Pave,,AllPub
535475010,144750.0,1806.0,76.0,1Fam,4,1.0,RL,Pave,,AllPub
528142010,344133.0,2253.0,103.0,1Fam,3,2.0,RL,Pave,,AllPub
906204140,228500.0,1982.0,82.0,1Fam,3,2.0,RL,Pave,,AllPub
534201260,157500.0,976.0,78.0,1Fam,2,2.0,RL,Pave,,AllPub
527208010,355000.0,2500.0,101.0,1Fam,5,3.0,RL,Pave,,AllPub
534429150,174500.0,1576.0,85.0,1Fam,4,2.0,RL,Pave,,AllPub
907285010,227000.0,1939.0,90.0,1Fam,3,2.0,RL,Pave,,AllPub
906385010,198900.0,1226.0,94.0,1Fam,3,2.0,RL,Pave,,AllPub
902100020,143000.0,1133.0,56.0,1Fam,3,2.0,RM,Pave,Grvl,AllPub
527378020,157000.0,1178.0,80.0,1Fam,3,1.0,RL,Pave,,AllPub
907202080,136500.0,864.0,,1Fam,3,2.0,RL,Pave,,AllPub
907414060,179600.0,1422.0,63.0,1Fam,3,2.0,RL,Pave,,AllPub
535425070,157500.0,1478.0,,1Fam,3,3.0,RL,Pave,,AllPub
904100030,137500.0,1422.0,82.0,1Fam,3,2.0,RL,Pave,,AllPub
527108030,250000.0,2064.0,50.0,1Fam,4,2.0,RL,Pave,,AllPub
923225510,126500.0,874.0,58.0,1Fam,3,2.0,RL,Pave,,AllPub
902128170,119000.0,804.0,60.0,1Fam,2,2.0,RM,Pave,,AllPub
527401160,136000.0,1792.0,60.0,Duplex,4,2.0,RL,Pave,,AllPub
535478090,105000.0,864.0,70.0,1Fam,3,1.0,RL,Pave,,AllPub
527452290,145000.0,1387.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
534251320,143000.0,1328.0,,1Fam,3,2.0,RL,Pave,,AllPub
909428280,335000.0,1902.0,100.0,1Fam,3,3.0,RL,Pave,,AllPub
528150090,378000.0,1780.0,131.0,1Fam,2,3.0,RL,Pave,,AllPub
904351040,93369.0,1884.0,,1Fam,4,1.0,C (all),Pave,,AllPub
916386060,174000.0,1444.0,73.0,1Fam,3,2.0,RL,Pave,,AllPub
905101260,175000.0,1464.0,70.0,1Fam,3,2.0,RL,Pave,,AllPub
527450280,111000.0,987.0,21.0,Twnhs,2,2.0,RM,Pave,,AllPub
902107050,140000.0,936.0,60.0,Duplex,2,2.0,RM,Pave,Grvl,AllPub
923252080,129500.0,845.0,69.0,1Fam,2,2.0,RL,Pave,,AllPub
534430080,142125.0,1078.0,68.0,1Fam,2,2.0,RL,Pave,,AllPub
906380190,206000.0,1208.0,64.0,1Fam,2,3.0,RL,Pave,,AllPub
902401090,93500.0,1248.0,33.0,Duplex,2,2.0,RM,Pave,,AllPub
528235010,188500.0,1432.0,71.0,1Fam,3,3.0,RL,Pave,,AllPub
923230200,131900.0,796.0,50.0,1Fam,2,1.0,RL,Pave,,AllPub
534475160,146500.0,1624.0,89.0,1Fam,2,2.0,RL,Pave,,AllPub
534252060,119000.0,1728.0,,Duplex,6,2.0,RL,Pave,,AllPub
905105260,127000.0,955.0,66.0,1Fam,3,2.0,RL,Pave,,AllPub
532479050,129000.0,1037.0,44.0,1Fam,2,2.0,RL,Pave,,AllPub
907290230,155900.0,848.0,37.0,TwnhsE,1,2.0,RM,Pave,,AllPub
528488120,176000.0,1266.0,62.0,1Fam,3,2.0,FV,Pave,Pave,AllPub
528456230,210400.0,1335.0,75.0,1Fam,3,2.0,FV,Pave,,AllPub
905107070,149500.0,1400.0,74.0,1Fam,3,1.0,RL,Pave,,AllPub
527352150,154000.0,2050.0,,1Fam,4,2.0,RL,Pave,,AllPub
906394020,191000.0,1795.0,78.0,1Fam,3,2.0,RL,Pave,,AllPub
902105130,64000.0,672.0,60.0,1Fam,2,1.0,RM,Pave,,AllPub
534277070,135750.0,952.0,,1Fam,2,1.0,RL,Pave,,AllPub
909280070,218000.0,1671.0,81.0,1Fam,4,2.0,RL,Pave,,AllPub
528250040,178000.0,1342.0,,1Fam,3,3.0,RL,Pave,,AllPub
909250200,149000.0,1510.0,69.0,1Fam,3,1.0,RL,Pave,,AllPub
907412080,185900.0,1582.0,64.0,1Fam,3,2.0,RL,Pave,,AllPub
527158020,183500.0,1169.0,,1Fam,3,2.0,RL,Pave,,AllPub
908275240,79275.0,864.0,60.0,1Fam,3,2.0,RL,Pave,,AllPub
902400090,125000.0,1200.0,84.0,1Fam,4,1.0,RM,Pave,,AllPub
528441080,307000.0,1694.0,75.0,1Fam,3,3.0,RL,Pave,,AllPub
907125020,148000.0,914.0,57.0,1Fam,2,1.0,RL,Pave,,AllPub
532377020,119916.0,864.0,60.0,1Fam,3,1.0,RL,Pave,,AllPub
528175050,212500.0,1358.0,80.0,TwnhsE,2,3.0,RL,Pave,,AllPub
905477010,93000.0,1124.0,77.0,1Fam,3,1.0,RL,Pave,,AllPub
528142130,284000.0,1629.0,85.0,1Fam,3,3.0,RL,Pave,,AllPub
905475500,84000.0,845.0,,1Fam,3,1.0,RL,Pave,,AllPub
923228150,97000.0,1344.0,21.0,Twnhs,3,1.0,RM,Pave,,AllPub
909280030,250000.0,2057.0,86.0,1Fam,3,1.0,RL,Pave,,AllPub
907130060,177500.0,1200.0,105.0,1Fam,3,3.0,RL,Pave,,AllPub
528364110,290000.0,2531.0,65.0,1Fam,4,2.0,RL,Pave,,AllPub
909428240,224000.0,1906.0,100.0,1Fam,3,2.0,RL,Pave,,AllPub
527368010,235000.0,1811.0,,1Fam,3,2.0,FV,Pave,,AllPub
535456010,119000.0,1556.0,75.0,Duplex,4,2.0,RL,Pave,,AllPub
534401130,174900.0,1165.0,82.0,1Fam,3,2.0,RL,Pave,,AllPub
907180120,214000.0,1588.0,78.0,1Fam,3,2.0,RL,Pave,,AllPub
910201020,87000.0,803.0,50.0,1Fam,2,1.0,RM,Pave,,AllPub
533125140,372500.0,2786.0,105.0,1Fam,4,3.0,RL,Pave,,AllPub
531375140,149000.0,1094.0,60.0,1Fam,3,2.0,RL,Pave,,AllPub
527110020,168500.0,1474.0,,1Fam,3,2.0,RL,Pave,,AllPub
903204040,128500.0,1612.0,53.0,1Fam,3,1.0,RM,Pave,,AllPub
909101050,116000.0,1250.0,45.0,1Fam,3,1.0,RL,Pave,Grvl,AllPub
527455090,128500.0,836.0,24.0,TwnhsE,2,1.0,RL,Pave,,AllPub
906378190,177439.0,1356.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
902205140,107900.0,901.0,50.0,1Fam,2,1.0,RM,Pave,,AllPub
903228150,139900.0,1416.0,50.0,1Fam,3,1.0,RM,Pave,,AllPub
907200190,153500.0,1025.0,59.0,1Fam,3,2.0,RL,Pave,,AllPub
533213030,222000.0,1478.0,,1Fam,2,3.0,FV,Pave,,AllPub
903234090,123500.0,1902.0,51.0,1Fam,4,2.0,RM,Pave,,AllPub
535126100,110000.0,1392.0,120.0,1Fam,2,2.0,RL,Pave,,AllPub
902427140,104500.0,968.0,52.0,1Fam,2,1.0,RM,Pave,,AllPub
903228060,105000.0,1342.0,50.0,1Fam,2,2.0,RM,Pave,,AllPub
902326030,265979.0,2640.0,65.0,1Fam,4,1.0,RM,Pave,Pave,AllPub
902109140,124500.0,1960.0,60.0,Duplex,4,2.0,RM,Pave,Grvl,AllPub
923228180,87550.0,1092.0,21.0,Twnhs,3,1.0,RM,Pave,,AllPub
902201110,129500.0,1328.0,50.0,1Fam,3,1.0,RM,Pave,,AllPub
905103070,113500.0,1052.0,75.0,1Fam,3,1.0,RL,Pave,,AllPub
914452090,183500.0,1299.0,,1Fam,2,3.0,RL,Pave,,AllPub
902125160,80000.0,747.0,47.0,1Fam,2,1.0,RM,Pave,,AllPub
527354100,187500.0,1472.0,,1Fam,3,3.0,RL,Pave,,AllPub
533208140,178000.0,1245.0,37.0,TwnhsE,1,2.0,FV,Pave,Pave,AllPub
527252080,334000.0,1710.0,60.0,TwnhsE,2,3.0,RL,Pave,,AllPub
908152100,125000.0,1125.0,72.0,1Fam,3,2.0,RL,Pave,,AllPub
914476080,100000.0,1872.0,76.0,Duplex,4,2.0,RL,Pave,,AllPub
532376170,115000.0,890.0,65.0,2fmCon,3,2.0,RL,Pave,,AllPub
527328020,148000.0,1032.0,,1Fam,3,2.0,RL,Pave,,AllPub
528315060,284500.0,2199.0,84.0,1Fam,3,2.0,RL,Pave,,AllPub
534201240,141000.0,1464.0,73.0,1Fam,4,1.0,RL,Pave,,AllPub
535379100,120000.0,1130.0,60.0,1Fam,2,2.0,RL,Pave,Grvl,AllPub
923228130,92000.0,630.0,21.0,Twnhs,1,2.0,RM,Pave,,AllPub
905451390,154000.0,1626.0,70.0,1Fam,3,1.0,RL,Pave,,AllPub
527451400,89500.0,987.0,21.0,TwnhsE,2,1.0,RM,Pave,,AllPub
535451210,109900.0,1040.0,60.0,1Fam,2,1.0,RL,Pave,,AllPub
534476320,128900.0,1050.0,80.0,1Fam,2,1.0,RL,Pave,,AllPub
527452070,146300.0,1069.0,53.0,TwnhsE,2,2.0,RL,Pave,,AllPub
923230120,138000.0,796.0,50.0,1Fam,2,1.0,RL,Pave,,AllPub
909250150,165000.0,1502.0,55.0,1Fam,3,1.0,RL,Pave,,AllPub
902204060,135500.0,960.0,50.0,2fmCon,3,2.0,RM,Pave,,AllPub
528344070,355000.0,2475.0,60.0,1Fam,4,2.0,RL,Pave,,AllPub
909250120,138887.0,1784.0,96.0,1Fam,4,1.0,RL,Pave,,AllPub
909176150,126000.0,856.0,,1Fam,2,2.0,RL,Pave,,AllPub
533221090,177500.0,1573.0,,Twnhs,3,2.0,FV,Pave,,AllPub
909175030,140000.0,1595.0,60.0,1Fam,2,1.0,RL,Pave,,AllPub
909101180,135900.0,1716.0,55.0,2fmCon,6,3.0,RL,Pave,Grvl,AllPub
907420090,164990.0,1310.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
528344060,280000.0,1924.0,78.0,1Fam,3,3.0,RL,Pave,,AllPub
528142020,250000.0,2088.0,74.0,1Fam,4,2.0,RL,Pave,,AllPub
903236040,126500.0,1072.0,50.0,1Fam,2,2.0,RM,Pave,,AllPub
905480090,96000.0,1362.0,50.0,1Fam,4,2.0,RL,Pave,,AllPub
534477110,140000.0,1668.0,80.0,1Fam,3,1.0,RL,Pave,,AllPub
535402100,165000.0,1146.0,83.0,1Fam,3,1.0,RL,Pave,,AllPub
528174010,194700.0,1362.0,61.0,TwnhsE,2,2.0,RL,Pave,,AllPub
923226270,86000.0,630.0,21.0,Twnhs,1,2.0,RM,Pave,,AllPub
527214050,501837.0,2234.0,63.0,1Fam,1,3.0,RL,Pave,,AllPub
528228405,219990.0,1576.0,,TwnhsE,2,3.0,RM,Pave,,AllPub
902201130,120000.0,1183.0,50.0,1Fam,2,1.0,RM,Pave,,AllPub
902103170,66500.0,1131.0,52.0,1Fam,3,1.0,RM,Pave,,AllPub
902106090,139900.0,1428.0,58.0,1Fam,4,2.0,RM,Pave,Grvl,AllPub
534129230,165150.0,1790.0,80.0,1Fam,4,2.0,RL,Pave,,AllPub
527216080,591587.0,2338.0,52.0,1Fam,4,3.0,RL,Pave,,AllPub
535150210,135000.0,1098.0,,1Fam,3,2.0,RL,Pave,,AllPub
531478010,107000.0,1056.0,,1Fam,2,2.0,RH,Pave,,AllPub
534252040,144000.0,1344.0,,1Fam,2,2.0,RL,Pave,,AllPub
905107220,165000.0,1458.0,,1Fam,3,2.0,RL,Pave,,AllPub
909425060,174500.0,1564.0,75.0,1Fam,3,1.0,RL,Pave,,AllPub
532377100,133000.0,1040.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
905108190,134900.0,858.0,,1Fam,2,2.0,RL,Pave,,AllPub
909277090,155000.0,1273.0,80.0,1Fam,2,1.0,RL,Pave,Grvl,AllPub
910205020,78000.0,1192.0,60.0,1Fam,3,1.0,RM,Pave,,AllPub
528220040,167800.0,1490.0,57.0,1Fam,3,2.0,RL,Pave,,AllPub
907420110,167000.0,1536.0,64.0,1Fam,3,2.0,RL,Pave,,AllPub
531384030,189000.0,1657.0,43.0,1Fam,3,2.0,RL,Pave,,AllPub
527180100,180500.0,1442.0,99.0,1Fam,3,2.0,RL,Pave,,AllPub
528477030,232600.0,1489.0,81.0,1Fam,3,2.0,FV,Pave,,AllPub
528228415,178740.0,1414.0,,TwnhsE,2,2.0,RM,Pave,,AllPub
528235020,179000.0,1515.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
903476100,87000.0,840.0,55.0,1Fam,3,1.0,RM,Pave,,AllPub
923275080,142500.0,1003.0,37.0,1Fam,3,2.0,RL,Pave,,AllPub
907252220,261500.0,1872.0,,1Fam,3,3.0,RL,Pave,,AllPub
527302060,176000.0,1479.0,78.0,1Fam,3,2.0,RL,Pave,,AllPub
528429060,252000.0,1964.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
534278070,177625.0,1728.0,,1Fam,3,3.0,RL,Pave,,AllPub
916455070,220000.0,1296.0,,1Fam,2,3.0,RL,Pave,,AllPub
528290140,173000.0,1671.0,58.0,1Fam,3,3.0,RL,Pave,,AllPub
535453040,125900.0,1027.0,80.0,1Fam,3,1.0,RL,Pave,,AllPub
528166120,412500.0,2668.0,110.0,1Fam,3,3.0,RL,Pave,,AllPub
528118090,460000.0,2790.0,96.0,1Fam,4,3.0,RL,Pave,,AllPub
531382070,257000.0,1844.0,88.0,1Fam,2,3.0,RL,Pave,,AllPub
907200290,161750.0,1392.0,,1Fam,3,1.0,RL,Pave,,AllPub
535476240,127000.0,1045.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
909250030,100000.0,1666.0,51.0,1Fam,3,2.0,RL,Pave,,AllPub
908151050,159500.0,1426.0,75.0,1Fam,3,1.0,RL,Pave,,AllPub
909275160,153500.0,1226.0,126.0,1Fam,2,1.0,RL,Pave,,AllPub
907252020,228500.0,2169.0,,1Fam,3,2.0,RL,Pave,,AllPub
528118030,390000.0,2748.0,108.0,1Fam,4,3.0,RL,Pave,,AllPub
904301110,126000.0,1134.0,60.0,1Fam,3,2.0,RL,Pave,,AllPub
923276250,159000.0,2432.0,70.0,Duplex,4,4.0,RL,Pave,,AllPub
914476330,210000.0,1478.0,,1Fam,3,3.0,RL,Pave,,AllPub
908127040,94750.0,960.0,73.0,1Fam,3,2.0,RL,Pave,,AllPub
907201160,157500.0,1388.0,50.0,1Fam,3,1.0,RL,Pave,,AllPub
528102130,318000.0,1734.0,93.0,1Fam,3,3.0,RL,Pave,,AllPub
527357020,170000.0,1220.0,128.0,1Fam,2,2.0,RL,Pave,,AllPub
909281080,257500.0,2133.0,78.0,1Fam,4,2.0,RL,Pave,,AllPub
527107030,187500.0,1498.0,,1Fam,3,2.0,RL,Pave,,AllPub
532479020,140000.0,1641.0,70.0,1Fam,4,2.0,RL,Pave,,AllPub
533205060,260000.0,1488.0,25.0,TwnhsE,2,3.0,FV,Pave,,AllPub
528144030,281000.0,1970.0,86.0,1Fam,3,2.0,RL,Pave,,AllPub
534127130,185000.0,1442.0,,1Fam,2,2.0,RL,Pave,,AllPub
905451050,135000.0,1488.0,80.0,1Fam,3,1.0,RL,Pave,,AllPub
908178050,229000.0,2314.0,90.0,1Fam,3,2.0,RL,Pave,,AllPub
902205030,37900.0,968.0,50.0,1Fam,2,1.0,RM,Pave,,AllPub
527403020,142000.0,1056.0,65.0,1Fam,3,2.0,RL,Pave,,AllPub
905478030,131000.0,1716.0,60.0,1Fam,3,1.0,RL,Pave,,AllPub
916384080,265900.0,1484.0,64.0,1Fam,2,2.0,RL,Pave,,AllPub
528365060,341000.0,2418.0,96.0,1Fam,3,3.0,RL,Pave,,AllPub
907275150,275000.0,2439.0,,1Fam,4,3.0,RL,Pave,,AllPub
535179050,141000.0,1092.0,69.0,1Fam,2,2.0,RL,Pave,,AllPub
527105050,187500.0,1604.0,72.0,1Fam,3,2.0,RL,Pave,,AllPub
527226040,155000.0,1424.0,195.0,2fmCon,3,2.0,RL,Pave,,AllPub
533212120,149900.0,1223.0,24.0,Twnhs,2,2.0,FV,Pave,Pave,AllPub
910202050,55000.0,796.0,40.0,1Fam,2,1.0,RM,Pave,,AllPub
923202005,209200.0,1344.0,97.0,Duplex,2,4.0,RM,Pave,,AllPub
903225160,106900.0,1290.0,59.0,1Fam,3,1.0,RM,Pave,,AllPub
923225310,105000.0,988.0,21.0,Twnhs,2,2.0,RM,Pave,,AllPub
903231180,132000.0,1322.0,52.0,1Fam,4,2.0,RM,Pave,,AllPub
906378110,239900.0,1468.0,71.0,1Fam,3,2.0,RL,Pave,,AllPub
528275035,181000.0,1690.0,,1Fam,3,2.0,RL,Pave,,AllPub
527190220,275000.0,1742.0,,1Fam,2,3.0,RL,Pave,,AllPub
908152110,160500.0,1398.0,72.0,1Fam,3,1.0,RL,Pave,,AllPub
907250050,305900.0,2000.0,80.0,1Fam,3,3.0,RL,Pave,,AllPub
903231030,133000.0,1573.0,51.0,1Fam,3,1.0,RM,Pave,,AllPub
527378010,155000.0,1103.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
528253010,207500.0,1314.0,34.0,Twnhs,2,3.0,RL,Pave,,AllPub
923203100,153500.0,1337.0,32.0,TwnhsE,2,3.0,RM,Pave,,AllPub
906380070,276000.0,2574.0,69.0,1Fam,3,2.0,RL,Pave,,AllPub
903452090,116500.0,1330.0,60.0,1Fam,3,1.0,RM,Pave,,AllPub
527402380,116050.0,864.0,71.0,1Fam,3,1.0,RL,Pave,,AllPub
528482030,265000.0,2443.0,85.0,1Fam,4,2.0,FV,Pave,,AllPub
921126030,298751.0,1728.0,79.0,1Fam,3,3.0,RL,Pave,,AllPub
528390020,301500.0,1987.0,91.0,1Fam,2,3.0,RL,Pave,,AllPub
907200230,124000.0,1040.0,60.0,1Fam,3,2.0,RL,Pave,,AllPub
906475070,185000.0,2126.0,,1Fam,3,2.0,RL,Pave,,AllPub
527216010,401179.0,2795.0,92.0,1Fam,4,3.0,RL,Pave,,AllPub
528328100,333168.0,2599.0,108.0,1Fam,4,2.0,RL,Pave,,AllPub
527210030,457347.0,2798.0,59.0,1Fam,3,4.0,RL,Pave,,AllPub
528228345,195000.0,1455.0,,TwnhsE,2,3.0,RL,Pave,,AllPub
906382020,217000.0,1546.0,75.0,1Fam,3,2.0,RL,Pave,,AllPub
921128020,378500.0,2018.0,89.0,1Fam,3,2.0,RL,Pave,,AllPub
911175440,115000.0,1396.0,50.0,2fmCon,4,2.0,C (all),Pave,,AllPub
902300040,145000.0,1642.0,53.0,1Fam,4,1.0,RM,Pave,Pave,AllPub
528458160,370878.0,1766.0,85.0,1Fam,2,3.0,FV,Pave,,AllPub
923229110,150900.0,1728.0,55.0,Duplex,4,2.0,RL,Pave,,AllPub
908225240,111000.0,948.0,75.0,1Fam,3,1.0,RL,Pave,,AllPub
526351010,172000.0,1329.0,81.0,1Fam,3,1.0,RL,Pave,,AllPub
907250070,250000.0,1611.0,90.0,1Fam,3,3.0,RL,Pave,,AllPub
527454130,137900.0,1456.0,24.0,Twnhs,3,2.0,RL,Pave,,AllPub
923201100,139500.0,1008.0,75.0,1Fam,3,1.0,RL,Pave,,AllPub
535350030,144900.0,1086.0,85.0,1Fam,3,2.0,RL,Pave,,AllPub
908102030,85000.0,796.0,67.0,1Fam,2,1.0,RL,Pave,,AllPub
907420080,189000.0,1456.0,63.0,1Fam,3,3.0,RL,Pave,,AllPub
532354070,132500.0,999.0,,1Fam,3,2.0,RL,Pave,,AllPub
916384150,239000.0,1571.0,89.0,1Fam,3,2.0,RL,Pave,,AllPub
527359180,197500.0,1868.0,,1Fam,4,3.0,RL,Pave,,AllPub
906380140,155835.0,1456.0,85.0,1Fam,3,2.0,RL,Pave,,AllPub
907253130,313000.0,2153.0,,1Fam,3,3.0,RL,Pave,,AllPub
903236130,200000.0,2264.0,47.0,1Fam,4,2.0,RM,Pave,,AllPub
533238045,267916.0,1418.0,57.0,1Fam,1,2.0,FV,Pave,Pave,AllPub
907125040,139500.0,1022.0,,1Fam,3,1.0,RL,Pave,,AllPub
907187080,191000.0,1479.0,93.0,1Fam,3,2.0,RL,Pave,,AllPub
907255010,220000.0,1358.0,,1Fam,1,2.0,RL,Pave,,AllPub
527356060,179900.0,1552.0,85.0,1Fam,3,3.0,RL,Pave,,AllPub
902109120,119164.0,1656.0,63.0,1Fam,2,2.0,RM,Pave,,AllPub
527450210,83000.0,987.0,21.0,Twnhs,2,1.0,RM,Pave,,AllPub
527165230,185000.0,1187.0,,1Fam,3,3.0,RL,Pave,,AllPub
528320050,745000.0,4476.0,160.0,1Fam,4,4.0,RL,Pave,,AllPub
534452060,118000.0,1077.0,50.0,2fmCon,2,2.0,RL,Pave,,AllPub
923230040,188000.0,1728.0,63.0,Duplex,4,4.0,RL,Pave,,AllPub
907275080,228000.0,1592.0,73.0,1Fam,3,2.0,RL,Pave,,AllPub
532478020,275000.0,2014.0,,1Fam,2,3.0,RL,Pave,,AllPub
905377020,130000.0,1630.0,,1Fam,3,2.0,RL,Pave,,AllPub
909250220,135000.0,1981.0,65.0,1Fam,4,3.0,RL,Pave,,AllPub
906226120,142953.0,2240.0,64.0,Duplex,6,2.0,RL,Pave,,AllPub
534455080,161000.0,1433.0,80.0,1Fam,3,2.0,RL,Pave,,AllPub
905103140,164500.0,1320.0,96.0,1Fam,3,2.0,RL,Pave,,AllPub
902106040,178000.0,1641.0,60.0,1Fam,3,1.0,RM,Pave,Grvl,AllPub
534102025,230000.0,1492.0,80.0,1Fam,3,3.0,FV,Pave,,AllPub
533221030,168500.0,1512.0,,TwnhsE,2,2.0,FV,Pave,,AllPub
908204180,61500.0,1152.0,74.0,Duplex,2,2.0,RL,Pave,,AllPub
904302030,157000.0,1073.0,50.0,1Fam,2,3.0,RL,Pave,,AllPub
526301100,215000.0,1656.0,141.0,1Fam,3,2.0,RL,Pave,,AllPub
528382030,221000.0,1839.0,58.0,1Fam,4,2.0,RL,Pave,,AllPub
535403190,143500.0,951.0,62.0,1Fam,2,2.0,RL,Pave,,AllPub
902328040,128000.0,1484.0,35.0,1Fam,3,2.0,RM,Pave,Grvl,AllPub
914465040,239686.0,2149.0,48.0,1Fam,1,2.0,RL,Pave,,AllPub
906392120,294900.0,1590.0,78.0,1Fam,2,3.0,RL,Pave,,AllPub
527375210,158000.0,1193.0,85.0,1Fam,3,2.0,RL,Pave,,AllPub
909428180,201000.0,1560.0,,1Fam,3,1.0,RL,Pave,,AllPub
907202190,143195.0,1076.0,,1Fam,3,1.0,RL,Pave,,AllPub
907418040,193000.0,1361.0,74.0,1Fam,3,2.0,RL,Pave,,AllPub
